# age, mass, xsound, sleep, brand
3.34,2.14,0.72,8.82,0.00
3.34,2.18,0.78,8.83,0.00
4.41,2.51,0.32,10.16,0.00
3.64,2.26,0.64,9.20,0.00
3.39,2.17,0.72,8.89,0.00
3.30,2.05,0.60,8.75,0.00
5.76,3.51,0.71,12.03,1.00
6.06,3.51,0.42,12.38,1.00
4.45,2.79,0.76,10.30,0.00
4.68,3.01,0.90,10.64,0.00
5.52,3.22,0.45,11.67,1.00
4.28,2.73,0.82,10.08,0.00
4.23,2.49,0.46,9.96,0.00
5.06,3.10,0.70,11.10,0.00
3.38,1.94,0.35,8.80,0.00
5.98,3.47,0.43,12.27,1.00
3.92,2.34,0.50,9.56,0.00
4.84,2.95,0.65,10.79,0.00
4.80,2.62,0.13,10.65,0.00
6.37,3.81,0.64,12.83,1.00
5.16,3.10,0.59,11.21,0.00
5.69,3.31,0.44,11.90,1.00
5.77,3.52,0.72,12.04,1.00
4.82,2.67,0.21,10.69,0.00
4.41,2.81,0.83,10.26,0.00
3.76,2.27,0.53,9.35,0.00
4.93,3.15,0.90,10.96,0.00
4.80,3.02,0.81,10.77,0.00
4.69,2.71,0.40,10.55,0.00
4.30,2.46,0.34,10.02,0.00
4.78,3.08,0.94,10.77,0.00
6.08,3.51,0.42,12.40,1.00
4.61,2.94,0.86,10.53,0.00
5.36,3.33,0.80,11.51,1.00
4.14,2.69,0.88,9.91,0.00
2.86,1.84,0.68,8.18,0.00
6.60,3.79,0.38,13.10,1.00
3.94,2.55,0.84,9.64,0.00
6.90,4.06,0.54,13.52,1.00
5.34,3.12,0.47,11.43,0.00
4.16,2.58,0.68,9.89,0.00
5.94,3.60,0.69,12.27,1.00
4.66,2.61,0.26,10.49,0.00
3.96,2.57,0.84,9.67,0.00
4.13,2.55,0.66,9.86,0.00
5.42,3.07,0.30,11.51,0.00
3.33,2.05,0.58,8.78,0.00
4.66,2.77,0.51,10.54,0.00
5.77,3.35,0.43,11.99,1.00
3.82,2.29,0.52,9.42,0.00
3.94,2.33,0.47,9.57,0.00
3.90,2.21,0.30,9.49,0.00
4.96,3.08,0.75,10.97,0.00
4.56,2.81,0.70,10.43,0.00
4.22,2.55,0.57,9.96,0.00
6.98,4.08,0.50,13.62,1.00
3.80,2.38,0.69,9.43,0.00
4.50,2.88,0.86,10.38,0.00
5.23,3.29,0.85,11.35,0.00
6.08,3.52,0.42,12.41,1.00
6.15,3.70,0.66,12.54,1.00
3.96,2.21,0.26,9.56,0.00
5.43,2.98,0.14,11.49,0.00
5.16,2.76,0.03,11.12,0.00
4.38,2.59,0.48,10.16,0.00
6.05,3.50,0.42,12.36,1.00
5.83,3.20,0.12,12.02,0.00
4.26,2.56,0.56,10.01,0.00
6.06,3.66,0.67,12.42,1.00
4.55,2.54,0.24,10.34,0.00
4.53,2.77,0.63,10.39,0.00
3.17,1.93,0.53,8.56,0.00
5.10,2.94,0.38,11.10,0.00
4.51,2.80,0.71,10.37,0.00
5.56,3.42,0.74,11.78,1.00
4.22,2.60,0.65,9.98,0.00
4.11,2.49,0.58,9.82,0.00
5.15,2.96,0.37,11.16,0.00
4.85,2.87,0.51,10.79,1.00
5.13,3.21,0.81,11.21,0.00
4.00,2.45,0.61,9.67,0.00
4.40,2.50,0.32,10.15,0.00
5.31,3.28,0.76,11.45,0.00
3.89,2.38,0.60,9.53,0.00
5.43,3.36,0.78,11.61,1.00
6.05,3.50,0.42,12.36,1.00
3.54,2.12,0.50,9.05,0.00
5.61,3.43,0.72,11.83,1.00
3.78,2.44,0.81,9.42,0.00
5.90,3.68,0.87,12.25,0.00
5.43,3.11,0.35,11.54,0.00
5.68,3.31,0.45,11.88,1.00
6.63,3.81,0.38,13.13,1.00
3.60,2.16,0.50,9.12,0.00
4.11,2.45,0.51,9.80,0.00
4.55,2.71,0.53,10.39,1.00
4.08,2.40,0.46,9.75,0.00
5.72,3.49,0.71,11.98,1.00
4.88,2.92,0.56,10.83,0.00
4.45,2.75,0.69,10.29,0.00
3.57,2.11,0.46,9.07,0.00
4.79,2.82,0.48,10.71,0.00
3.63,2.16,0.48,9.17,0.00
6.79,4.01,0.56,13.38,1.00
3.84,2.39,0.66,9.48,0.00
4.84,2.86,0.51,10.77,0.00
2.99,1.96,0.75,8.36,0.00
4.15,2.58,0.69,9.88,0.00
4.73,3.01,0.85,10.69,0.00
4.78,2.87,0.57,10.70,0.00
4.60,2.82,0.66,10.48,0.00
2.68,1.79,0.76,7.95,0.00
6.02,3.48,0.42,12.33,1.00
5.41,3.21,0.55,11.53,0.00
4.22,2.50,0.48,9.94,0.00
4.21,2.70,0.83,10.00,0.00
3.90,2.48,0.77,9.57,0.00
4.67,2.62,0.25,10.50,0.00
5.62,3.45,0.75,11.85,1.00
2.87,1.73,0.48,8.15,0.00
5.20,3.05,0.47,11.24,0.00
4.42,2.65,0.56,10.22,0.00
4.98,2.90,0.43,10.95,0.00
6.13,3.55,0.42,12.48,1.00
6.53,3.76,0.39,13.00,1.00
4.89,3.02,0.72,10.88,0.00
4.88,2.86,0.47,10.82,0.00
4.11,2.52,0.63,9.82,0.00
4.52,2.78,0.67,10.38,0.00
5.18,3.24,0.81,11.28,1.00
5.08,2.87,0.29,11.06,0.00
4.07,2.52,0.67,9.78,0.00
4.07,2.44,0.53,9.76,0.00
5.30,3.09,0.45,11.38,0.00
4.03,2.54,0.73,9.74,0.00
2.86,1.76,0.55,8.15,0.00
4.29,2.46,0.35,10.02,0.00
3.77,2.37,0.70,9.39,0.00
4.79,2.77,0.40,10.68,0.00
6.62,3.80,0.37,13.11,1.00
4.99,2.91,0.44,10.96,0.00
4.24,2.75,0.89,10.04,0.00
5.88,3.34,0.31,12.12,0.00
5.00,2.85,0.33,10.95,0.00
4.38,2.57,0.45,10.16,0.00
3.93,2.55,0.85,9.62,0.00
5.03,2.97,0.49,11.03,1.00
4.01,2.38,0.49,9.66,0.00
4.08,2.58,0.76,9.81,0.00
3.59,2.22,0.62,9.14,0.00
4.02,2.60,0.85,9.74,0.00
5.15,3.21,0.79,11.24,0.00
5.62,3.44,0.73,11.85,1.00
3.62,2.26,0.66,9.18,0.00
5.32,3.37,0.89,11.48,0.00
4.04,2.44,0.55,9.72,0.00
4.86,2.98,0.69,10.83,0.00
3.77,2.45,0.83,9.41,0.00
2.89,1.80,0.58,8.20,0.00
5.21,3.04,0.44,11.26,0.00
5.99,3.47,0.43,12.29,1.00
4.24,2.56,0.57,9.99,0.00
4.58,2.95,0.91,10.50,1.00
4.22,2.75,0.90,10.02,0.00
4.11,2.51,0.60,9.82,0.00
3.35,1.99,0.47,8.79,0.00
4.86,2.96,0.65,10.82,0.00
3.62,2.10,0.39,9.13,0.00
5.68,3.30,0.44,11.88,1.00
3.44,2.12,0.60,8.93,0.00
5.06,2.93,0.40,11.04,0.00
5.47,3.20,0.46,11.61,1.00
5.46,3.45,0.89,11.67,0.00
4.80,2.74,0.34,10.69,1.00
2.15,1.40,0.61,7.22,0.00
5.47,3.42,0.83,11.67,0.00
2.90,1.76,0.51,8.19,0.00
5.64,3.46,0.74,11.87,1.00
6.09,3.67,0.67,12.46,1.00
5.59,3.26,0.46,11.76,1.00
6.41,3.69,0.39,12.84,1.00
5.33,3.12,0.47,11.41,1.00
3.74,2.23,0.50,9.31,1.00
4.33,2.62,0.59,10.11,0.00
5.82,3.38,0.44,12.06,1.00
4.74,2.99,0.81,10.70,0.00
5.63,3.28,0.45,11.82,1.00
3.41,2.26,0.86,8.93,0.00
4.00,2.54,0.77,9.70,0.00
4.35,2.78,0.83,10.18,0.00
3.86,2.49,0.81,9.53,0.00
5.16,3.26,0.85,11.27,0.00
5.31,3.12,0.48,11.40,1.00
3.93,2.47,0.72,9.59,0.00
5.81,3.37,0.44,12.05,1.00
5.17,3.23,0.81,11.26,0.00
4.34,2.54,0.44,10.09,0.00
3.63,2.30,0.73,9.20,0.00
4.07,2.59,0.78,9.80,0.00
4.67,2.72,0.42,10.54,0.00
4.40,2.89,0.97,10.28,0.00
3.13,2.08,0.82,8.56,0.00
5.39,3.27,0.66,11.53,0.00
4.06,2.47,0.60,9.75,0.00
4.00,2.49,0.68,9.69,0.00
3.09,1.88,0.52,8.45,0.00
4.82,2.66,0.18,10.68,0.00
5.26,3.28,0.79,11.39,0.00
3.40,2.18,0.74,8.91,0.00
6.34,3.77,0.60,12.79,1.00
5.03,3.15,0.80,11.08,1.00
4.99,2.86,0.35,10.95,0.00
3.82,2.37,0.65,9.44,0.00
4.32,2.69,0.72,10.12,0.00
3.17,1.90,0.48,8.55,0.00
4.23,2.60,0.65,9.99,0.00
4.87,2.76,0.31,10.78,0.00
4.46,2.62,0.46,10.26,0.00
4.86,2.98,0.68,10.83,0.00
4.48,2.62,0.45,10.28,0.00
5.20,3.06,0.49,11.24,1.00
5.77,3.36,0.44,12.00,1.00
4.78,2.69,0.27,10.65,0.00
3.38,2.13,0.67,8.87,0.00
3.87,2.21,0.34,9.45,0.00
4.70,2.94,0.77,10.63,0.00
4.18,2.59,0.68,9.92,0.00
4.88,3.14,0.93,10.91,0.00
3.80,2.48,0.85,9.46,0.00
3.78,2.29,0.55,9.37,0.00
6.28,3.75,0.62,12.70,1.00
2.12,1.36,0.57,7.17,0.00
4.84,3.09,0.88,10.84,1.00
4.29,2.73,0.81,10.09,0.00
3.93,2.39,0.58,9.58,0.00
6.76,3.99,0.56,13.34,1.00
4.14,2.73,0.94,9.93,0.00
4.43,2.80,0.78,10.28,0.00
3.09,1.81,0.40,8.43,0.00
4.96,3.15,0.87,11.00,0.00
6.55,3.90,0.62,13.06,1.00
4.66,2.77,0.51,10.54,1.00
3.27,2.05,0.64,8.71,0.00
4.92,2.87,0.44,10.87,0.00
5.07,3.19,0.84,11.14,0.00
4.16,2.68,0.85,9.93,0.00
3.60,2.43,0.96,9.21,0.00
4.67,2.89,0.71,10.58,0.00
6.39,3.68,0.39,12.82,1.00
4.15,2.66,0.81,9.92,0.00
4.53,2.67,0.48,10.36,0.00
3.81,2.30,0.55,9.41,0.00
4.66,2.78,0.54,10.54,0.00
4.46,2.67,0.54,10.28,0.00
5.33,3.12,0.47,11.42,1.00
5.72,3.50,0.74,11.98,1.00
5.33,3.07,0.39,11.40,0.00
3.28,1.92,0.41,8.68,0.00
5.56,3.41,0.74,11.77,1.00
4.61,2.92,0.81,10.53,0.00
3.84,2.31,0.52,9.45,0.00
5.06,3.02,0.56,11.08,0.00
3.94,2.28,0.38,9.55,0.00
3.97,2.27,0.34,9.59,0.00
6.19,3.57,0.41,12.55,1.00
4.96,3.21,0.98,11.01,0.00
5.34,3.05,0.34,11.41,0.00
4.70,3.01,0.90,10.65,0.00
4.05,2.53,0.70,9.76,0.00
4.39,2.53,0.37,10.15,0.00
3.73,2.39,0.78,9.34,0.00
4.53,2.79,0.67,10.40,0.00
4.04,2.53,0.71,9.74,0.00
5.39,3.08,0.34,11.48,0.00
3.52,2.12,0.52,9.03,0.00
3.99,2.29,0.36,9.62,0.00
4.45,2.66,0.53,10.26,0.00
6.04,3.65,0.67,12.40,1.00
4.38,2.59,0.48,10.15,0.00
4.57,2.69,0.47,10.41,0.00
3.58,2.34,0.83,9.16,0.00
5.69,3.47,0.72,11.94,1.00
2.98,1.88,0.63,8.32,0.00
5.44,3.35,0.76,11.61,1.00
4.42,2.52,0.32,10.18,0.00
4.56,2.56,0.27,10.36,0.00
5.79,3.27,0.29,11.99,0.00
4.90,2.78,0.30,10.82,0.00
6.68,3.97,0.60,13.24,1.00
6.04,3.77,0.87,12.44,0.00
5.20,3.25,0.81,11.30,0.00
3.01,1.84,0.53,8.34,0.00
5.59,3.17,0.32,11.73,0.00
5.26,3.26,0.77,11.38,1.00
5.84,3.55,0.70,12.14,1.00
4.50,2.54,0.28,10.28,0.00
3.66,2.30,0.68,9.24,0.00
4.59,2.65,0.38,10.42,0.00
6.06,3.50,0.42,12.37,1.00
3.90,2.28,0.41,9.51,0.00
3.85,2.32,0.53,9.47,0.00
4.94,3.11,0.82,10.96,1.00
3.11,2.04,0.78,8.52,0.00
5.53,3.03,0.13,11.62,0.00
5.83,3.54,0.70,12.12,1.00
5.52,3.16,0.36,11.65,0.00
6.87,4.04,0.54,13.48,1.00
4.24,2.42,0.33,9.95,0.00
3.35,2.15,0.73,8.83,0.00
5.79,3.55,0.74,12.08,1.00
3.05,1.93,0.66,8.42,0.00
4.47,2.59,0.40,10.26,0.00
5.42,3.35,0.77,11.60,1.00
5.38,3.40,0.90,11.56,0.00
5.11,3.20,0.82,11.18,1.00
4.01,2.44,0.58,9.69,0.00
5.25,2.98,0.30,11.28,0.00
3.48,2.08,0.49,8.97,0.00
5.44,3.37,0.79,11.61,1.00
4.77,2.59,0.11,10.62,0.00
5.02,3.16,0.83,11.07,1.00
4.80,3.14,1.01,10.80,0.00
3.98,2.43,0.60,9.65,0.00
4.69,2.79,0.52,10.58,1.00
5.03,2.97,0.50,11.02,1.00
6.78,3.99,0.53,13.36,1.00
4.96,3.21,0.98,11.02,0.00
3.84,2.34,0.57,9.46,0.00
3.74,2.39,0.76,9.36,0.00
4.59,2.85,0.73,10.49,0.00
4.38,2.52,0.37,10.14,0.00
4.63,2.82,0.65,10.51,0.00
5.63,3.24,0.38,11.80,0.00
6.09,3.66,0.65,12.46,1.00
4.05,2.46,0.59,9.74,0.00
3.26,2.09,0.71,8.71,0.00
6.15,3.69,0.64,12.53,1.00
5.92,3.43,0.44,12.19,1.00
3.18,1.94,0.53,8.58,0.00
3.11,1.93,0.59,8.49,0.00
5.56,3.50,0.88,11.80,0.00
3.59,2.16,0.52,9.12,0.00
4.36,2.75,0.78,10.18,0.00
6.31,3.64,0.40,12.71,1.00
3.69,2.38,0.80,9.29,0.00
4.74,2.95,0.75,10.69,0.00
4.64,2.97,0.88,10.57,0.00
4.22,2.37,0.27,9.91,0.00
3.59,2.31,0.77,9.16,0.00
6.84,4.03,0.55,13.43,1.00
4.26,2.64,0.69,10.03,0.00
3.79,2.45,0.81,9.43,0.00
3.17,1.89,0.47,8.55,0.00
5.11,3.02,0.51,11.13,0.00
3.72,2.33,0.67,9.32,0.00
4.23,2.57,0.60,9.98,0.00
3.62,2.17,0.51,9.15,0.00
3.63,2.09,0.37,9.14,0.00
4.27,2.69,0.76,10.06,0.00
3.02,1.89,0.61,8.37,0.00
5.14,2.96,0.37,11.15,0.00
5.67,3.30,0.44,11.87,1.00
3.92,2.20,0.27,9.51,0.00
3.53,2.33,0.86,9.09,0.00
5.76,3.53,0.74,12.04,1.00
3.67,2.18,0.48,9.21,0.00
6.26,3.61,0.41,12.65,1.00
2.66,1.67,0.58,7.89,0.00
3.78,2.41,0.76,9.41,0.00
5.09,3.18,0.80,11.16,0.00
3.05,1.82,0.47,8.38,0.00
5.31,3.29,0.77,11.44,1.00
4.96,2.96,0.55,10.94,0.00
3.15,1.97,0.63,8.55,0.00
5.01,2.95,0.49,11.00,1.00
3.38,2.06,0.55,8.84,0.00
6.54,3.76,0.38,13.01,1.00
5.03,2.95,0.46,11.02,0.00
5.41,3.16,0.46,11.53,1.00
6.67,3.83,0.38,13.18,1.00
6.11,3.68,0.67,12.49,1.00
6.68,3.95,0.57,13.23,1.00
5.02,2.95,0.49,11.00,1.00
4.22,2.59,0.64,9.98,0.00
5.03,3.01,0.57,11.03,0.00
3.72,2.20,0.46,9.28,0.00
4.20,2.67,0.79,9.97,0.00
5.95,3.59,0.67,12.28,1.00
4.40,2.48,0.28,10.15,0.00
4.47,2.81,0.77,10.32,0.00
5.46,3.19,0.47,11.59,1.00
3.89,2.38,0.59,9.53,0.00
3.24,2.12,0.78,8.70,0.00
4.01,2.45,0.60,9.69,0.00
6.85,3.93,0.37,13.42,1.00
4.21,2.49,0.48,9.93,0.00
4.93,3.17,0.93,10.97,0.00
4.22,2.59,0.63,9.97,0.00
5.38,3.44,0.95,11.57,0.00
3.46,2.09,0.52,8.95,0.00
6.61,3.91,0.56,13.14,1.00
5.71,3.49,0.72,11.97,1.00
4.73,2.77,0.45,10.62,0.00
5.12,3.18,0.78,11.19,0.00
3.52,2.21,0.67,9.05,0.00
4.50,2.87,0.85,10.38,0.00
3.64,2.24,0.62,9.19,0.00
4.15,2.63,0.77,9.91,0.00
3.69,2.27,0.61,9.27,0.00
4.42,2.62,0.50,10.22,0.00
6.01,3.49,0.44,12.32,0.00
3.68,2.16,0.44,9.22,0.00
5.74,3.17,0.16,11.90,0.00
5.39,3.34,0.78,11.56,1.00
6.11,3.53,0.41,12.44,1.00
5.14,3.02,0.48,11.17,1.00
4.02,2.39,0.49,9.68,0.00
4.68,2.84,0.61,10.58,0.00
5.16,3.03,0.48,11.20,1.00
4.86,2.80,0.38,10.78,0.00
5.71,3.32,0.44,11.92,1.00
3.99,2.43,0.59,9.66,0.00
5.42,3.17,0.46,11.53,1.00
4.17,2.46,0.46,9.87,0.00
6.34,3.65,0.40,12.75,1.00
3.03,1.91,0.63,8.39,0.00
6.36,3.66,0.39,12.78,1.00
6.18,3.72,0.66,12.59,1.00
4.87,2.85,0.44,10.81,0.00
4.68,2.78,0.51,10.56,1.00
4.52,2.63,0.42,10.33,0.00
2.97,1.79,0.49,8.29,0.00
3.47,2.15,0.61,8.97,0.00
4.84,3.03,0.79,10.82,0.00
3.59,2.07,0.36,9.09,0.00
4.27,2.69,0.75,10.06,0.00
3.42,2.00,0.42,8.87,0.00
3.04,1.81,0.45,8.37,0.00
3.93,2.39,0.58,9.58,0.00
3.43,2.09,0.54,8.91,0.00
4.02,2.61,0.87,9.75,0.00
4.21,2.76,0.94,10.01,0.00
5.25,3.08,0.48,11.31,1.00
5.01,2.89,0.40,10.98,0.00
3.99,2.52,0.75,9.68,0.00
5.19,3.05,0.48,11.24,1.00
6.28,3.62,0.41,12.67,1.00
5.45,3.18,0.46,11.58,1.00
3.95,2.37,0.53,9.59,0.00
5.60,3.25,0.44,11.77,0.00
5.28,3.10,0.48,11.36,0.00
4.20,2.54,0.57,9.93,0.00
5.97,3.62,0.69,12.31,1.00
5.63,3.44,0.72,11.87,1.00
6.07,3.66,0.67,12.44,1.00
3.98,2.32,0.41,9.61,0.00
3.76,2.43,0.80,9.39,0.00
5.43,3.17,0.46,11.54,1.00
3.58,2.16,0.53,9.11,0.00
6.55,3.88,0.58,13.06,1.00
4.45,2.67,0.55,10.26,0.00
3.64,2.40,0.87,9.25,0.00
4.02,2.46,0.61,9.70,0.00
4.36,2.49,0.34,10.10,0.00
4.94,3.14,0.88,10.98,0.00
4.55,2.74,0.56,10.40,0.00
4.90,3.14,0.92,10.92,0.00
4.68,3.03,0.93,10.64,0.00
5.23,3.04,0.42,11.28,0.00
4.61,2.63,0.34,10.44,0.00
4.40,2.61,0.50,10.18,0.00
3.21,2.08,0.76,8.65,0.00
5.72,3.33,0.44,11.93,1.00
5.06,2.98,0.49,11.06,1.00
4.28,2.75,0.85,10.09,0.00
6.10,3.53,0.42,12.43,1.00
6.23,3.59,0.40,12.60,1.00
5.52,3.22,0.46,11.67,1.00
4.06,2.55,0.73,9.78,0.00
2.94,1.72,0.40,8.23,0.00
2.52,1.64,0.66,7.72,0.00
3.43,2.11,0.58,8.92,0.00
4.64,2.78,0.57,10.51,0.00
2.84,1.88,0.76,8.17,0.00
4.71,2.79,0.51,10.60,1.00
5.08,2.96,0.45,11.08,0.00
6.18,3.71,0.65,12.58,1.00
3.95,2.52,0.78,9.64,0.00
3.54,1.98,0.26,9.00,0.00
4.32,2.82,0.94,10.16,1.00
6.89,3.94,0.36,13.47,1.00
4.09,2.46,0.55,9.79,0.00
4.29,2.42,0.29,10.00,0.00
3.47,2.16,0.64,8.98,0.00
6.88,4.05,0.55,13.49,1.00
4.85,2.97,0.68,10.81,0.00
4.91,2.88,0.47,10.86,0.00
5.16,2.95,0.35,11.17,0.00
3.96,2.53,0.79,9.65,0.00
4.19,2.51,0.54,9.91,0.00
4.28,2.47,0.38,10.01,0.00
3.85,2.26,0.45,9.44,0.00
4.85,3.05,0.81,10.84,0.00
5.49,3.40,0.78,11.69,1.00
3.88,2.56,0.91,9.56,0.00
5.23,3.27,0.81,11.35,1.00
4.06,2.58,0.77,9.79,0.00
5.37,3.14,0.47,11.48,1.00
4.19,2.47,0.46,9.91,0.00
4.19,2.41,0.36,9.89,0.00
4.85,3.08,0.85,10.85,0.00
5.01,2.95,0.49,10.99,1.00
4.57,2.89,0.82,10.46,1.00
3.33,2.03,0.54,8.78,0.00
5.69,3.45,0.68,11.93,1.00
5.98,3.53,0.53,12.29,0.00
5.02,2.84,0.30,10.97,0.00
4.04,2.36,0.43,9.70,0.00
5.71,3.50,0.75,11.97,0.00
3.44,2.19,0.71,8.94,0.00
3.31,2.06,0.62,8.75,0.00
4.75,2.79,0.46,10.65,0.00
3.18,1.84,0.37,8.55,0.00
3.79,2.41,0.75,9.42,0.00
4.70,3.02,0.90,10.66,0.00
5.01,2.96,0.50,11.00,0.00
4.30,2.65,0.67,10.09,0.00
4.21,2.73,0.88,10.00,0.00
3.93,2.48,0.72,9.61,0.00
5.64,3.29,0.45,11.83,1.00
6.67,3.94,0.57,13.22,1.00
4.75,3.00,0.82,10.71,0.00
5.40,3.16,0.47,11.51,1.00
6.18,3.57,0.41,12.53,1.00
3.97,2.37,0.51,9.62,0.00
3.09,1.82,0.42,8.43,0.00
3.29,1.94,0.44,8.70,0.00
3.28,1.96,0.48,8.70,0.00
3.87,2.37,0.61,9.50,0.00
5.56,3.25,0.46,11.73,1.00
4.93,3.10,0.81,10.95,1.00
5.74,3.34,0.44,11.96,1.00
3.89,2.29,0.44,9.50,0.00
3.18,1.96,0.57,8.58,0.00
2.78,1.70,0.52,8.03,0.00
4.69,2.68,0.35,10.54,0.00
4.87,3.04,0.77,10.86,0.00
3.99,2.48,0.67,9.67,0.00
4.39,2.59,0.47,10.17,0.00
1.42,0.98,0.61,6.24,0.00
5.65,3.24,0.37,11.82,0.00
5.28,3.09,0.47,11.35,1.00
5.12,3.23,0.86,11.21,1.00
5.78,3.36,0.44,12.02,1.00
5.50,3.40,0.78,11.70,1.00
5.92,3.58,0.67,12.24,1.00
5.73,3.33,0.44,11.94,1.00
5.71,3.50,0.74,11.97,1.00
5.64,3.49,0.79,11.88,0.00
2.30,1.44,0.54,7.40,0.00
5.34,3.13,0.48,11.44,1.00
5.53,3.23,0.46,11.68,0.00
4.85,3.05,0.81,10.83,0.00
3.66,2.35,0.76,9.25,0.00
4.10,2.39,0.43,9.77,0.00
4.14,2.49,0.55,9.85,0.00
3.55,2.21,0.64,9.08,0.00
5.39,3.05,0.30,11.46,0.00
6.35,3.80,0.63,12.81,1.00
4.43,2.86,0.89,10.30,0.00
3.52,2.16,0.58,9.04,0.00
5.43,3.35,0.75,11.60,1.00
3.26,2.05,0.65,8.70,0.00
3.07,1.77,0.37,8.39,0.00
5.74,3.50,0.72,12.00,1.00
3.53,2.14,0.54,9.04,0.00
6.15,3.55,0.41,12.50,1.00
6.54,3.76,0.38,13.02,1.00
4.18,2.41,0.38,9.87,0.00
5.80,3.37,0.44,12.03,1.00
4.88,3.10,0.87,10.89,0.00
6.04,3.65,0.68,12.40,0.00
3.57,2.16,0.54,9.09,0.00
5.83,3.54,0.70,12.13,1.00
5.42,3.36,0.79,11.60,1.00
6.25,3.61,0.41,12.63,1.00
4.72,2.77,0.46,10.60,0.00
4.98,3.06,0.71,11.00,0.00
5.01,2.95,0.49,11.00,1.00
3.62,2.28,0.69,9.19,0.00
3.40,2.07,0.54,8.87,0.00
5.38,3.15,0.46,11.49,1.00
5.82,3.55,0.72,12.11,1.00
4.28,2.80,0.94,10.11,0.00
5.22,3.27,0.82,11.34,1.00
4.44,2.76,0.72,10.28,0.00
2.92,1.86,0.66,8.25,0.00
3.95,2.50,0.74,9.64,0.00
3.94,2.45,0.67,9.60,0.00
3.56,2.22,0.65,9.10,0.00
4.46,2.57,0.37,10.24,0.00
4.16,2.61,0.73,9.91,0.00
3.77,2.25,0.50,9.35,0.00
2.80,1.78,0.65,8.08,0.00
4.30,2.52,0.44,10.05,0.00
4.59,2.76,0.58,10.45,0.00
4.39,2.56,0.43,10.17,0.00
4.57,2.87,0.78,10.46,0.00
3.76,2.19,0.40,9.33,0.00
4.11,2.54,0.66,9.83,0.00
4.77,3.04,0.86,10.75,0.00
5.65,3.23,0.35,11.83,0.00
5.58,3.44,0.77,11.80,1.00
3.84,2.17,0.30,9.40,0.00
3.79,2.31,0.58,9.39,0.00
4.26,2.55,0.53,10.00,0.00
5.23,3.03,0.42,11.28,0.00
3.36,2.13,0.69,8.84,0.00
4.24,2.48,0.43,9.96,0.00
4.42,2.68,0.60,10.23,0.00
4.19,2.52,0.55,9.91,0.00
6.05,3.50,0.42,12.37,1.00
5.97,3.41,0.34,12.25,0.00
5.35,2.99,0.23,11.41,0.00
5.81,3.37,0.43,12.05,1.00
6.16,3.71,0.66,12.55,1.00
5.43,3.35,0.76,11.61,1.00
5.37,3.32,0.77,11.53,1.00
4.68,2.71,0.39,10.54,0.00
4.96,3.05,0.70,10.96,0.00
5.86,3.64,0.84,12.19,0.00
3.64,2.24,0.60,9.20,0.00
5.48,3.33,0.68,11.65,0.00
5.09,3.01,0.52,11.11,0.00
6.26,3.73,0.61,12.68,1.00
4.17,2.62,0.73,9.92,0.00
5.10,2.98,0.45,11.11,0.00
4.67,2.90,0.73,10.59,0.00
6.11,3.53,0.41,12.44,1.00
3.97,2.50,0.73,9.66,0.00
6.85,3.92,0.36,13.42,1.00
3.70,2.16,0.41,9.24,0.00
4.51,2.69,0.52,10.34,0.00
3.65,2.18,0.50,9.19,0.00
2.85,1.74,0.52,8.13,0.00
6.04,3.64,0.66,12.40,1.00
4.85,3.02,0.76,10.83,0.00
4.69,2.69,0.36,10.55,0.00
4.74,2.89,0.66,10.66,0.00
5.44,3.37,0.78,11.61,1.00
4.38,2.86,0.94,10.24,0.00
2.40,1.52,0.59,7.54,0.00
5.98,3.62,0.68,12.32,1.00
3.93,2.52,0.80,9.62,0.00
6.13,3.68,0.65,12.51,1.00
4.90,3.13,0.90,10.92,1.00
3.48,2.07,0.47,8.96,0.00
6.68,3.95,0.57,13.23,1.00
4.11,2.58,0.73,9.84,0.00
5.72,3.31,0.40,11.93,0.00
3.00,1.77,0.43,8.31,0.00
3.31,2.23,0.91,8.81,0.00
4.87,3.04,0.77,10.86,0.00
4.45,2.53,0.33,10.22,0.00
5.90,3.42,0.42,12.17,1.00
4.79,2.87,0.56,10.72,0.00
4.61,2.63,0.34,10.43,0.00
4.10,2.57,0.72,9.83,0.00
6.01,3.63,0.67,12.36,1.00
5.85,3.62,0.81,12.17,0.00
5.67,3.46,0.71,11.92,1.00
3.32,1.99,0.49,8.74,0.00
3.78,2.22,0.44,9.36,0.00
5.79,3.54,0.73,12.07,1.00
3.32,2.03,0.57,8.76,0.00
5.59,3.45,0.79,11.81,1.00
6.06,3.66,0.68,12.42,1.00
4.61,2.84,0.68,10.49,0.00
4.71,2.95,0.78,10.64,0.00
3.31,2.17,0.81,8.79,0.00
6.16,3.70,0.64,12.55,1.00
5.39,3.15,0.46,11.49,1.00
6.73,3.67,0.05,13.21,0.00
4.27,2.47,0.39,10.00,0.00
3.21,1.98,0.58,8.63,0.00
4.30,2.45,0.33,10.03,0.00
3.26,1.87,0.35,8.64,0.00
5.99,3.62,0.67,12.33,1.00
3.68,2.28,0.63,9.25,0.00
4.70,2.97,0.82,10.64,0.00
5.26,3.03,0.38,11.31,0.00
3.51,2.22,0.70,9.04,0.00
5.45,3.18,0.45,11.58,1.00
6.96,4.08,0.53,13.60,1.00
4.05,2.40,0.49,9.72,0.00
4.00,2.35,0.44,9.65,0.00
3.86,2.40,0.66,9.50,0.00
5.38,3.33,0.77,11.54,1.00
3.52,2.14,0.55,9.03,0.00
